Compound	Name	Formula	Mass	KEGG maps	KEGG CID
cpd11133	5-Androstene-3beta,16beta-diol	C19H30O2	290	None	C15442
cpd11134	3-(Allyloxy)estra-1,3,5(10)-triene-16beta,17beta-diol,<br>3-(2-Propenyloxy)estra-1,3,5(10)-triene-16beta,17beta-diol	C21H28O3	328	None	C15443
cpd11135	11beta,17beta-Dihydroxy-9alpha-fluoro-17alpha-methyl-5beta- androstan-3-one	C20H31O3F	338	None	C15444
cpd11136	1&#39;H-5alpha-Cholest-2-eno[3,2-b]indole	C33H49N	459	None	C15445
cpd11137	6beta-Fluoro-17beta-hydroxyandrost-4-en-3-one propionate,<br>6beta-Fluorotestosterone propionate	C22H31O3F	362	None	C15446
cpd11138	16alpha-Fluoro-17beta-hydroxyandrost-4-en-3-one propionate,<br>16alpha-Fluorotestosterone propionate	C22H31O3F	362	None	C15447
cpd11139	trans-1,2-Diphenylcyclobutane	C16H16	208	None	C15449
cpd11140	S 1033,<br>(5Z,9alpha,11alpha,13E)-9,11-Dihydroxyprosta-5,13-dien-1-oic acid monosodium salt	Na	23	<a href=&#39;javascript:addTab("07035","Prostaglandins","keggMapTabs","build_map","pathway=07035&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Prostaglandins</a>	C15450
cpd11141	Hinokitiol glucoside,<br>beta-Thujaplicin 2-O-beta-D-glucoside	C16H22O7	326	None	C15451
cpd11142	4,4&#39;-Diaminostilbene dihydrochloride	C14H14N2	210	None	C15452
cpd11143	Doisynoestrol,<br>cis-1-Ethyl-1,2,3,4-tetrahydro-7-methoxy-2-methyl-2- phenanthrenecarboxylic acid	C19H21O3	297	None	C15453
cpd11144	Hexestrol monomethyl ether,<br>(R*,S*)-4-[1-Ethyl-2-(4-methoxyphenyl)butyl]phenol	C19H24O2	284	None	C15454
cpd11145	Sodium molybdate,<br>Sodium molybdate(VI)	MoO4	160	None	C15455
cpd11146	11beta,13-Dihydroxy-3-oxo-13,17-secoandrosta-1,4-dien-17-oic acid, delta-lactone	C19H24O4	316	None	C15456
cpd11147	trans-2-(4-Methoxyphenyl)-3-(4-nitrophenyl)oxirane,<br>trans-4-Methoxy-4&#39;-nitrostilbene oxide	C15H13NO4	271	None	C15457
cpd11148	(alphaS,betaS)-alpha-Ethyl-alpha-(4-methoxyphenyl)-beta-phenyl-2- pyridineethanol	C22H23NO2	333	None	C15458
cpd11149	13-Hydroxy-2-(hydroxymethylene)-3-oxo-13,17-seco-5alpha-androstan- 17-oic acid, delta-lactone	C20H28O4	332	None	C15459
cpd11150	17beta-Hydroxy-17-methyl-5alpha-androst-9(11)-en-3-one	C20H30O2	302	None	C15460
cpd11151	17beta-Acetyl-1,2,3,4,6alpha,7alpha,10,12,13,14alpha,16,17- dodecahydro-3beta-hydroxy-10beta,13beta-dimethyl-5beta,8beta-etheno- 15H-cyclopenta[a]phenanthrene-6,7-dicarboxylic anhydride acetate	C27H32O6	452	None	C15461
cpd11152	cis-1,3,4,6,7,11b-Hexahydro-9-methoxy-2H-benzo[a]quinolizine-3- carboxylic acid	C15H18NO3	260	None	C15462
cpd11153	(R*,S*)-4-[1-Ethyl-2-(4-fluorophenyl)butyl]phenol	C18H21OF	272	None	C15463
cpd11154	(+)-12-(2-Cyclopenten-1-yl)-2-dodecanone	C17H30O	250	None	C15464
cpd11155	6-Oxabicyclo[3.1.0]hexane-2-undecanoic acid methyl ester	C17H30O3	282	None	C15465
cpd11156	N-(6-Oxo-6H-dibenzo[b,d]pyran-3-yl)maleamic acid	C17H10NO5	308	None	C15466
cpd11157	6beta,17-Dihydroxy-3,5-cyclo-5alpha,17alpha-pregn-20-ene-21- carboxylic acid, gamma-lactone	C22H30O3	342	None	C15467
cpd11158	3,5-Cyclo-5alpha,17alpha-pregn-20-yne-6beta,17-diol	C21H30O2	314	None	C15468
cpd11159	Bismuth	Bi	209	None	C15471
cpd11160	Germanium	Ge	73	None	C15472
cpd11161	Lithium	Li	7	None	C15473
cpd11162	Tropolone	C7H6O2	122	<a href=&#39;javascript:addTab("07216","Catecholamine transferase inhibitors","keggMapTabs","build_map","pathway=07216&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Catecholamine transferase inhibitors</a>	C15474
cpd11163	U 0521	C10H12O3	180	<a href=&#39;javascript:addTab("07216","Catecholamine transferase inhibitors","keggMapTabs","build_map","pathway=07216&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Catecholamine transferase inhibitors</a>	C15475
cpd11164	Norselegiline	C12H16N	174	<a href=&#39;javascript:addTab("07216","Catecholamine transferase inhibitors","keggMapTabs","build_map","pathway=07216&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Catecholamine transferase inhibitors</a>	C15476
cpd11165	CGP 28014	C12H19N3O	221	<a href=&#39;javascript:addTab("07216","Catecholamine transferase inhibitors","keggMapTabs","build_map","pathway=07216&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Catecholamine transferase inhibitors</a>	C15477
cpd11166	D-Fucosamine,<br>2-Amino-2,6-dideoxy-D-galactose	C6H14NO4	164	None	C15478
cpd11167	D-Quinovosamine,<br>2-Amino-2,6-dideoxy-D-glucose	C6H14NO4	164	None	C15479
cpd11168	N-Acetyl-D-fucosamine,<br>2-Acetamido-2,6-dideoxy-D-galactose	C8H15NO5	205	None	C15480
cpd11169	N-Acetyl-D-quinovosamine,<br>2-Acetamido-2,6-dideoxy-D-glucose	C8H15NO5	205	None	C15481
cpd11170	Bacitracin A	C66H103N17O16S	1421	<a href=&#39;javascript:addTab("01054","Nonribosomal peptide structures","keggMapTabs","build_map","pathway=01054&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Nonribosomal peptide structures</a>	C15482
cpd11171	3beta-Hydroxy-5alpha-pregnane-20-one	C21H34O2	318	None	C15484
cpd11172	2&#39;-Deoxymugineic acid	C12H18N2O7	302	None	C15485
cpd11173	3&#39;&#39;-Deamino-3&#39;&#39;-oxonicotianamine	C12H16N2O7	300	None	C15486
cpd11174	Fluoroacetaldehyde	C2H3OF	62	None	C15488
cpd11175	S-2-(Indol-3-yl)acetyl-CoA	C31H40N8O17P3S	921	None	C15489
cpd11176	all-trans-13,14-Dihydroretinol,<br>13,14-Dihydroretinol	C20H32O	288	<a href=&#39;javascript:addTab("00830","Retinol metabolism","keggMapTabs","build_map","pathway=00830&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Retinol metabolism</a>	C15492
cpd11177	9-cis-Retinoic acid	C20H27O2	299	<a href=&#39;javascript:addTab("00830","Retinol metabolism","keggMapTabs","build_map","pathway=00830&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Retinol metabolism</a><br><br><a href=&#39;javascript:addTab("03320","PPAR signaling pathway","keggMapTabs","build_map","pathway=03320&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>PPAR signaling pathway</a><br><br><a href=&#39;javascript:addTab("05222","Small cell lung cancer","keggMapTabs","build_map","pathway=05222&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Small cell lung cancer</a><br><br><a href=&#39;javascript:addTab("04920","Adipocytokine signaling pathway","keggMapTabs","build_map","pathway=04920&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Adipocytokine signaling pathway</a><br><br><a href=&#39;javascript:addTab("05223","Non-small cell lung cancer","keggMapTabs","build_map","pathway=05223&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Non-small cell lung cancer</a>	C15493
cpd11178	Decylubiquinone,<br>6-Decylubiquinone,<br>2,3-Dimethoxy-5-methyl-6-decyl-1,4-benzoquinone	C19H30O4	322	None	C15494
cpd11179	Decylubiquinol,<br>6-Decylubiquinol,<br>2-Decyl-5,6-dimethoxy-3-methyl-1,4-benzenediol	C19H32O4	324	None	C15495
cpd11180	1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide,<br>Reduced nicotinamide riboside	C11H16N2O5	256	None	C15497
cpd11181	Pentane-2,4-dione,<br>Acetylacetone,<br>2,4-Dioxopentane	C5H8O2	100	None	C15499
cpd11182	Mugineic acid	C12H18N2O8	318	None	C15500
cpd11183	3-Epihydroxymugineic acid	C12H18N2O9	334	None	C15501
cpd11184	3-Epihydroxy-2&#39;-deoxymugineic acid	C12H18N2O8	318	None	C15502
cpd11185	N,N-Dihydroxy-L-tyrosine	C9H10NO5	212	<a href=&#39;javascript:addTab("00350","Tyrosine metabolism","keggMapTabs","build_map","pathway=00350&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Tyrosine metabolism</a>	C15503
cpd11186	Demethylsulochrin	C16H13O7	317	None	C15504
cpd11187	2,3,5,6-Tetrachlorophenol	C6HOCl4	229	None	C15505
cpd11188	1,2-Epoxypropane,<br>1,2-Propylene oxide	C3H6O	58	None	C15508
cpd11189	2-Dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan,<br>Glyceocarpin	C20H20O5	340	<a href=&#39;javascript:addTab("00943","Isoflavonoid biosynthesis","keggMapTabs","build_map","pathway=00943&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Isoflavonoid biosynthesis</a>	C15509
cpd11190	4-Dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan,<br>4-Dimethylallylglycinol	C20H20O5	340	<a href=&#39;javascript:addTab("00943","Isoflavonoid biosynthesis","keggMapTabs","build_map","pathway=00943&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Isoflavonoid biosynthesis</a>	C15510
cpd11191	Glyceollin III	C20H18O5	338	<a href=&#39;javascript:addTab("00943","Isoflavonoid biosynthesis","keggMapTabs","build_map","pathway=00943&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Isoflavonoid biosynthesis</a>	C15511
cpd11192	Phenylacetone,<br>1-Phenyl-2-propanone	C9H10O	134	None	C15512
cpd11193	Benzyl acetate,<br>benzylacetate	C9H10O2	150	None	C15513
cpd11194	8&#39;-Hydroxyabscisate	C15H19O5	279	<a href=&#39;javascript:addTab("00906","Carotenoid biosynthesis - General","keggMapTabs","build_map","pathway=00906&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Carotenoid biosynthesis - General</a>	C15514
cpd11195	6beta-Hydroxylithocholate,<br>Murideoxycholic acid,<br>3alpha,6beta-Dihydroxy-5beta-cholanic acid	C24H39O4	391	None	C15515
cpd11196	Taurohyocholate,<br>N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine	C26H44NO7S	514	None	C15516
cpd11197	Hyodeoxycholate,<br>6alpha-Hydroxylithocholate,<br>3alpha,6alpha-Dihydroxy-5beta-cholanic acid	C24H39O4	391	None	C15517
cpd11198	(24S)-Cholest-5-ene-3beta,7alpha,24-triol	C27H46O3	418	None	C15518
cpd11199	Cholest-5-ene-3beta,25-diol,<br>25-Hydroxycholesterol	C27H46O2	402	None	C15519
cpd11200	Cholest-5-ene-3beta,7alpha,25-triol,<br>7alpha,25-Dihydroxycholesterol	C27H46O3	418	None	C15520
cpd11202	2,6-Dihydroxynicotinate	C6H4NO4	154	<a href=&#39;javascript:addTab("00760","Nicotinate and nicotinamide metabolism","keggMapTabs","build_map","pathway=00760&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Nicotinate and nicotinamide metabolism</a>	C15523
cpd11203	Phenylglyoxylyl-CoA	C29H37N7O18P3S	896	None	C15524
cpd11204	Eriodictyol chalcone,<br>2&#39;,3,4,4&#39;,6&#39;-Pentahydroxychalcone	C15H12O6	288	<a href=&#39;javascript:addTab("00941","Flavonoid biosynthesis","keggMapTabs","build_map","pathway=00941&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Flavonoid biosynthesis</a>	C15525
cpd11206	Precorrin 1	C41H38N4O16	842	None	C15527
cpd11207	Corydaline,<br>(+)-Corydaline	C22H27NO4	369	None	C15530
cpd11208	2&#39;-O-Methylisoliquiritigenin	C16H14O4	270	None	C15531
cpd11209	N-Acetyl-L-citrulline	C8H14N3O4	216	None	C15532
cpd11210	4-Fluoro-L-threonine	C4H8NO3F	137	None	C15533
cpd11211	Dihydromonacolin L	C19H30O3	306	None	C15536
cpd11212	Taxuyunnanin C	C28H40O8	504	None	C15537
cpd11213	10-Desacetyltaxuyunnanin C	C26H38O7	462	None	C15538
cpd11214	D-Mannosyl-1-phosphoundecaprenol	C61H100O9P	1007	None	C15542
cpd11215	cis-Zeatin,<br>(Z)-2-Methyl-4-(1H-purin-6-ylamino)but-2-en-1-ol	C10H13N5O	219	<a href=&#39;javascript:addTab("00908","Zeatin biosynthesis","keggMapTabs","build_map","pathway=00908&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Zeatin biosynthesis</a>	C15545
cpd11216	O-beta-D-Glucopyranosyl-cis-zeatin,<br>cis-Zeatin-O-glucoside	C16H23N5O6	381	<a href=&#39;javascript:addTab("00908","Zeatin biosynthesis","keggMapTabs","build_map","pathway=00908&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Zeatin biosynthesis</a>	C15546
cpd11217	1,4-Dihydroxy-2-naphthoyl-CoA	C32H39N7O19P3S	950	<a href=&#39;javascript:addTab("00130","Ubiquinone biosynthesis","keggMapTabs","build_map","pathway=00130&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Ubiquinone biosynthesis</a>	C15547
cpd11218	2-alpha-D-Glucosyl-D-glucose	C12H22O11	342	None	C15548
cpd11219	Anthocyanin	C15H10O	206	None	C15549
cpd11220	Anthocyanin 3&#39;-O-beta-D-glucoside	C21H20O7	384	None	C15550
cpd11221	CV 2961,<br>S 8308	Na	23	<a href=&#39;javascript:addTab("07217","Angiotensin antagonists","keggMapTabs","build_map","pathway=07217&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Angiotensin antagonists</a>	C15551
cpd11222	PD 123177	C29H27N4O3	479	<a href=&#39;javascript:addTab("07217","Angiotensin antagonists","keggMapTabs","build_map","pathway=07217&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Angiotensin antagonists</a>	C15552
cpd11223	PD 123319	C31H31N4O3	507	<a href=&#39;javascript:addTab("07217","Angiotensin antagonists","keggMapTabs","build_map","pathway=07217&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Angiotensin antagonists</a>	C15553
cpd11224	EXP 3174	C22H20N6O2Cl	435	<a href=&#39;javascript:addTab("07217","Angiotensin antagonists","keggMapTabs","build_map","pathway=07217&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Angiotensin antagonists</a>	C15554
cpd11225	3,4-Dihydroxy-2-butanone 4-phosphate,<br>3-4-dihydroxy-2-butanone4-phosphate	C4H8O6P	183	<a href=&#39;javascript:addTab("00740","Riboflavin metabolism","keggMapTabs","build_map","pathway=00740&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Riboflavin metabolism</a>	C15556
cpd11226	Glycolithocholate,<br>Glycolithocholic acid	C26H42NO4	432	None	C15557
cpd11227	Glycochenodeoxycholate 7-sulfate	C26H41NO8S	527	None	C15559
cpd11228	Deoxycholoyl-CoA	C45H71N7O19P3S	1138	None	C15560
cpd11229	N-Benzylformamide	C8H9NO	135	None	C15561
cpd11230	Benzylamine,<br>Benzenemethanamine	C7H10N	108	None	C15562
cpd11231	2-Amino-5-formylamino-6-(5-phosphoribosylamino)pyrimidin-4(3H)-one	C10H15N5O9P	380	None	C15563
cpd11232	D-Dopachrome	C9H6NO4	192	None	C15566
cpd11233	2,7,4&#39;-Trihydroxyisoflavanone	C15H12O5	272	<a href=&#39;javascript:addTab("00943","Isoflavonoid biosynthesis","keggMapTabs","build_map","pathway=00943&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Isoflavonoid biosynthesis</a>	C15567
cpd11234	7alpha,12alpha-Dihydroxy-3-oxochol-4-enoate	C24H35O5	403	None	C15568
cpd11235	12alpha-Hydroxy-3-oxochola-4,6-dienoate	C24H33O4	385	None	C15569
cpd11236	Dihydroflavonol	C15H12O3	240	None	C15570
cpd11239	Flavanone 7-O-[beta-L-rhamnosyl-(1->2)-beta-D-glucoside]	C27H32O12	548	None	C15579
cpd11240	Flavonol 7-O-beta-D-glucoside	C21H19O9	415	None	C15580
cpd11241	Flavonol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside	C27H30O13	562	None	C15581
cpd11242	Flavonol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside	C33H40O18	724	None	C15582
cpd11247	Glycol	C2H6O2	62	None	C15588
cpd11249	2-Acetyl-6-(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)-3-hydroxy-6- methyl-2,4-cyclohexadien-1-one	C18H17O7	345	None	C15591
cpd11250	Favan-3-ol	C15H14O2	226	None	C15598
cpd11251	6-(2-Amino-2-carboxyethyl)-7,8-dioxo-7,8-dihydroquinoline-2,4- dicarboxylate	C14H12N2O8	336	None	None
cpd11253	Prenal	C5H8O	84	None	C15604
cpd11254	N-Formyl-D-kynurenine	C11H12N2O4	236	None	C15605
cpd11255	1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one,<br>1,2-dihydroxy-3-keto-5-methylthiopentene	C6H9O3S	161	<a href=&#39;javascript:addTab("00271","Methionine metabolism","keggMapTabs","build_map","pathway=00271&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Methionine metabolism</a>	C15606
cpd11256	3-Oxo-3-ureidopropanoate,<br>Malonuric acid	C4H5N2O4	145	<a href=&#39;javascript:addTab("00240","Pyrimidine metabolism","keggMapTabs","build_map","pathway=00240&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Pyrimidine metabolism</a>	C15607
cpd11258	3&#39;,5&#39;-Dihydroxyflavanone	C15H12O4	256	None	C15609
cpd11261	Senecionine N-oxide	C18H25NO6	351	None	C15612
cpd11262	(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA	C48H77N7O20P3S	1196	None	C15613
cpd11263	(24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestan-26- oyl-CoA	C48H77N7O21P3S	1212	None	C15614
cpd11264	7-Hydroxyisoflavone	C15H10O3	238	None	C15615
cpd11265	7-Methoxyisoflavone	C16H12O3	252	None	C15616
cpd11266	Pirinixic acid	C14H13N3O2SCl	322	None	C15617
cpd11267	GC-1	C20H23O4	327	None	C15618
cpd11268	Am 580	C22H24NO3	350	None	C15619
cpd11269	GW 6471	C35H36N3O5F3	635	None	C15620
cpd11270	GW 7647	C29H45N2O3S	501	None	C15622
cpd11271	GW 409544,<br>GW 9544	C31H29N2O5	509	None	C15623
cpd11272	GW 2433	C28H27N2O4Cl3F	579	None	C15624
cpd11273	GW 0742	C21H16NO3S2F4	470	None	C15625
cpd11274	GW 1929	C30H28N3O4	494	None	C15626
cpd11275	GW 9662,<br>2-Chloro-5-nitrobenzanilide	C13H9N2O3Cl	276	None	C15627
cpd11276	SR 12813,<br>GW 485801	C24H42O7P2	504	None	C15628
cpd11277	CGP 52608	C8H12N4OS2	244	None	C15629
cpd11278	T 0901317	C17H12NO3SF9	481	None	C15630
cpd11279	GW 3965	C33H31NO3ClF3	581	None	C15631
cpd11280	24(S),25-Epoxycholesterol	C27H44O2	400	None	C15632
cpd11281	5,6-24(S),25-Diepoxycholesterol,<br>(24S,25)-Epoxycholesterol alpha-epoxide	C27H44O3	416	None	C15633
cpd11282	Arotinoid acid,<br>TTNPB,<br>Ro 13-7410	C24H27O2	347	None	C15634
cpd11283	GW 4064	C28H21NO4Cl3	540	None	C15635
cpd11284	6-Ethylchenodeoxycholic acid,<br>6-ECDCA,<br>6-Ethyl-CDCA,<br>6alpha-Ethyl-chenodeoxycholic acid	C26H43O4	419	None	C15636
cpd11285	Pregnenolone carbonitrile,<br>3beta-Hydroxy-20-oxo-5-pregnene-16alpha-carbonitrile,<br>Pregnenolone-16alpha-carbonitrile,<br>PCN	C22H31NO2	341	None	C15637
cpd11286	5alpha-Androstan-3alpha-ol,<br>Androstanol	C19H32O	276	None	C15638
cpd11287	CITCO,<br>6-(4-Chlorophenyl)imidazo[2,1-b][1,3]thiazole-5-carbaldehyde O-(3,4-dichlorobenzyl)oxime	C19H12N3OSCl3	435	None	C15639
cpd11288	LG 100268	C24H28NO2	362	None	C15640
cpd11289	XCT 790	C23H13N4O3SF9	596	None	C15641
cpd11290	GSK 4716	C17H18N2O2	282	None	C15642
cpd11291	Dexamethasone	C22H29O5F	392	None	C15643
cpd11292	GW 0791	C25H29O3	377	None	C15644
cpd11293	Octachlorocamphene	C10H8Cl8	408	None	C15648
cpd11294	Fexaramine	C32H36N2O3	496	None	C15649
cpd11295	2,3-Diketo-5-methylthiopentyl-1-phosphate,<br>5-(Methylthio)-2,3-dioxopentyl phosphate,<br>2,3-diketo-5-methylthio-1-phosphopentane,<br>2,3-diketo5-methylthio-1-phosphopentane,<br>2-3-diketo-5-methylthio-1-phosphopentane	C6H10O6PS	241	<a href=&#39;javascript:addTab("00271","Methionine metabolism","keggMapTabs","build_map","pathway=00271&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Methionine metabolism</a>	C15650
cpd11296	2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate,<br>2-Hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate	C6H9O6PS	240	<a href=&#39;javascript:addTab("00271","Methionine metabolism","keggMapTabs","build_map","pathway=00271&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Methionine metabolism</a>	C15651
cpd11297	Neomycin C	C23H52N6O13	620	None	C15652
cpd11298	Kni 102	C31H41N5O7	595	None	C15654
cpd11299	Kynostatin 272,<br>KNI-272	C33H41N5O6S2	667	None	C15655
cpd11300	BILA 2185BS	C35H46N4O4S	618	None	C15657
cpd11301	6-(alpha-D-Glucosaminyl)-1D-myo-inositol	C12H24NO10	342	None	C15658
cpd11302	TMC 126,<br>UIC 94003	C28H38N2O8S	562	<a href=&#39;javascript:addTab("07218","HIV protease inhibitors","keggMapTabs","build_map","pathway=07218&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>HIV protease inhibitors</a>	C15659
cpd11303	A 77003	C44H58N8O6	794	<a href=&#39;javascript:addTab("07218","HIV protease inhibitors","keggMapTabs","build_map","pathway=07218&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>HIV protease inhibitors</a>	C15660
cpd11304	A 80987	C37H43N5O6	653	<a href=&#39;javascript:addTab("07218","HIV protease inhibitors","keggMapTabs","build_map","pathway=07218&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>HIV protease inhibitors</a>	C15661
cpd11305	Dmp 323	C35H38N2O5	566	<a href=&#39;javascript:addTab("07218","HIV protease inhibitors","keggMapTabs","build_map","pathway=07218&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>HIV protease inhibitors</a>	C15662
cpd11306	CMN 131,<br>Pyridyl-2-thioacetamide monohydrochloride	C7H8N2S	152	<a href=&#39;javascript:addTab("07038","Antacids","keggMapTabs","build_map","pathway=07038&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Antacids</a>	C15663
cpd11307	B 823-08	C16H14N3OSF3	353	<a href=&#39;javascript:addTab("07038","Antacids","keggMapTabs","build_map","pathway=07038&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Antacids</a>	C15664
cpd11308	Ro 18-5364	C22H25N3O3S	411	<a href=&#39;javascript:addTab("07038","Antacids","keggMapTabs","build_map","pathway=07038&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Antacids</a>	C15665
cpd11309	(7R)-7-(4-Carboxybutanamido)cephalosporanate,<br>7-Glutarylaminocephalosporanate	C15H16N2O8S	384	<a href=&#39;javascript:addTab("00311","Penicillin and cephalosporin biosynthesis","keggMapTabs","build_map","pathway=00311&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Penicillin and cephalosporin biosynthesis</a>	C15666
cpd11310	5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole,<br>5-phosphoribosyl-5-carboxyaminoimidazole	C9H12N3O9P	337	None	C15667
cpd11311	1-Pyrroline,<br>3,4-Dihydro-2H-pyrrole	C4H8N	70	<a href=&#39;javascript:addTab("00220","Urea cycle and metabolism of amino groups","keggMapTabs","build_map","pathway=00220&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Urea cycle and metabolism of amino groups</a>	C15668
cpd11312	Heme A,<br>hemeA	C49H54FeN4O6	850	<a href=&#39;javascript:addTab("00860","Porphyrin and chlorophyll metabolism","keggMapTabs","build_map","pathway=00860&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Porphyrin and chlorophyll metabolism</a>	C15670
cpd11313	Heme O,<br>hemeO	C49H56FeN4O5	836	<a href=&#39;javascript:addTab("00860","Porphyrin and chlorophyll metabolism","keggMapTabs","build_map","pathway=00860&component=ModelMap|viewmap&mapInNewTab=keggMapTabs");tab_view_select(4,0)&#39;>Porphyrin and chlorophyll metabolism</a>	C15672
cpd11314	2-Dehydro-L-idonate,<br>2-Dehydro-L-idonic acid,<br>L-Sorbosonate,<br>L-Sorbosonic acid,<br>2-Keto-L-gulonate,<br>2-Keto-L-gulonic acid,<br>L-xylo-Hex-2-ulosonic acid,<br>L-Ketoidonate,<br>L-Ketoidonic acid	C6H9O7	193	None	C15673
cpd11315	Myxothiazol A	C25H33N3O3S2	487	None	C15674
cpd11316	Myxothiazol Z	C26H34N2O4S2	502	None	C15675
cpd11317	HC-toxin	C21H32N4O6	436	None	C15676
cpd11318	Leinamycin	C22H26N2O6S3	510	None	C15677
cpd11319	Chalcomycin	C35H56O14	700	None	C15678
cpd11320	Lankamycin	C42H72O16	832	None	C15679
cpd11321	Mycinamicin II	C37H62NO13	728	None	C15680
cpd11322	Mycinamicin III	C36H60NO11	682	None	C15681
