Attributes {
	id:kb|g.236059
	source:KBase
	gene_subsystem_hash:HASH(0x5371b978)
	source_id:kb|g.236059
	geneAliasHash:HASH(0x4d6fb008)
	scientific_name:GFM TBepimetabat3256
	domain:Bacteria
	genetic_code:11
	dna_size:1750691
	num_contigs:204
	taxonomy:
	gc_content:
	complete:
	contigset_ref:2603/76/2
}
features (id	type	function	genomeID	delimiter	comment	start	stop	direction	contig	roleList) {
kb|g.236059.CDS.1161	CDS		kb|g.236059	;	No annotated function	7456	8056	+	TBepi.metabat.3256_1004191	
kb|g.236059.CDS.1162	CDS	Alpha-aspartyl dipeptidase Peptidase E (EC 3.4.13.21)	kb|g.236059	none		8948	8204	-	TBepi.metabat.3256_1004191	Alpha-aspartyl dipeptidase Peptidase E (EC 3.4.13.21)
kb|g.236059.CDS.1163	CDS		kb|g.236059	;	No annotated function	9188	9062	-	TBepi.metabat.3256_1004191	
kb|g.236059.CDS.1164	CDS		kb|g.236059	;	No annotated function	67	229	+	TBepi.metabat.3256_1003825	
kb|g.236059.CDS.1165	CDS		kb|g.236059	;	No annotated function	304	532	+	TBepi.metabat.3256_1003825	
kb|g.236059.CDS.1166	CDS	Probable nonspecific lipid-transfer protein	kb|g.236059	none		1714	517	-	TBepi.metabat.3256_1003825	Probable nonspecific lipid-transfer protein
kb|g.236059.CDS.1167	CDS		kb|g.236059	;	No annotated function	2148	1710	-	TBepi.metabat.3256_1003825	
kb|g.236059.CDS.1168	CDS	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)	kb|g.236059	none		3308	2144	-	TBepi.metabat.3256_1003825	3-ketoacyl-CoA thiolase (EC 2.3.1.16);Acetyl-CoA acetyltransferase (EC 2.3.1.9)
kb|g.236059.CDS.1169	CDS	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	kb|g.236059	none		3357	4542	+	TBepi.metabat.3256_1003825	Butyryl-CoA dehydrogenase (EC 1.3.99.2)
kb|g.236059.CDS.1170	CDS		kb|g.236059	;	No annotated function	4545	5646	+	TBepi.metabat.3256_1003825	
kb|g.236059.CDS.1171	CDS		kb|g.236059	;	No annotated function	5642	7247	+	TBepi.metabat.3256_1003825	
kb|g.236059.CDS.1172	CDS	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	kb|g.236059	none		7254	8067	+	TBepi.metabat.3256_1003825	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)
kb|g.236059.CDS.1173	CDS	BarH	kb|g.236059	none		8071	9331	+	TBepi.metabat.3256_1003825	BarH
kb|g.236059.CDS.1174	CDS		kb|g.236059	;	No annotated function	572	50	-	TBepi.metabat.3256_1003691	
kb|g.236059.CDS.1175	CDS		kb|g.236059	;	No annotated function	644	3887	+	TBepi.metabat.3256_1003691	
kb|g.236059.CDS.1176	CDS		kb|g.236059	;	No annotated function	3883	5320	+	TBepi.metabat.3256_1003691	
kb|g.236059.CDS.1177	CDS	Cell division protein FtsH (EC 3.4.24.-)	kb|g.236059	none		7328	5327	-	TBepi.metabat.3256_1003691	Cell division protein FtsH (EC 3.4.24.-)
kb|g.236059.CDS.1178	CDS		kb|g.236059	;	No annotated function	7432	8215	+	TBepi.metabat.3256_1003691	
kb|g.236059.CDS.1179	CDS		kb|g.236059	;	No annotated function	34	1123	+	TBepi.metabat.3256_1007100	
kb|g.236059.CDS.1180	CDS		kb|g.236059	;	No annotated function	1130	1430	+	TBepi.metabat.3256_1007100	
kb|g.236059.CDS.1181	CDS	Iron-sulfur cluster assembly ATPase protein SufC	kb|g.236059	none		1426	2197	+	TBepi.metabat.3256_1007100	Iron-sulfur cluster assembly ATPase protein SufC
kb|g.236059.CDS.1182	CDS	Putative iron-sulfur cluster assembly scaffold protein for SUF system, SufE2	kb|g.236059	none		2720	2252	-	TBepi.metabat.3256_1007100	Putative iron-sulfur cluster assembly scaffold protein for SUF system, SufE2
kb|g.236059.CDS.1183	CDS	Cysteine desulfurase (EC 2.8.1.7), SufS subfamily	kb|g.236059	none		3968	2732	-	TBepi.metabat.3256_1007100	Cysteine desulfurase (EC 2.8.1.7), SufS subfamily
kb|g.236059.CDS.1184	CDS	Iron-sulfur cluster assembly ATPase protein SufC	kb|g.236059	none		4723	3964	-	TBepi.metabat.3256_1007100	Iron-sulfur cluster assembly ATPase protein SufC
kb|g.236059.CDS.1185	CDS	metallo-beta-lactamase superfamily protein	kb|g.236059	none		5383	4765	-	TBepi.metabat.3256_1007100	metallo-beta-lactamase superfamily protein
kb|g.236059.CDS.1186	CDS		kb|g.236059	;	No annotated function	3	864	+	TBepi.metabat.3256_1003575	
kb|g.236059.CDS.1187	CDS		kb|g.236059	;	No annotated function	1942	856	-	TBepi.metabat.3256_1003575	
kb|g.236059.CDS.1188	CDS		kb|g.236059	;	No annotated function	1958	2114	+	TBepi.metabat.3256_1003575	
kb|g.236059.CDS.1189	CDS		kb|g.236059	;	No annotated function	2202	3459	+	TBepi.metabat.3256_1003575	
kb|g.236059.CDS.1190	CDS	NAD-specific glutamate dehydrogenase (EC 1.4.1.2); NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	kb|g.236059	;		3589	4861	+	TBepi.metabat.3256_1003575	NAD-specific glutamate dehydrogenase (EC 1.4.1.2);NADP-specific glutamate dehydrogenase (EC 1.4.1.4)
kb|g.236059.CDS.1191	CDS	Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits	kb|g.236059	none		4867	8371	+	TBepi.metabat.3256_1003575	Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits
kb|g.236059.CDS.1192	CDS		kb|g.236059	;	No annotated function	8382	8811	+	TBepi.metabat.3256_1003575	
kb|g.236059.CDS.1193	CDS		kb|g.236059	;	No annotated function	9400	8806	-	TBepi.metabat.3256_1003575	
kb|g.236059.CDS.1194	CDS		kb|g.236059	;	No annotated function	9864	9465	-	TBepi.metabat.3256_1003575	
kb|g.236059.CDS.1195	CDS		kb|g.236059	;	No annotated function	10145	9860	-	TBepi.metabat.3256_1003575	
kb|g.236059.CDS.1196	CDS		kb|g.236059	;	No annotated function	1465	940	-	TBepi.metabat.3256_1003536	
kb|g.236059.CDS.1197	CDS	Chorismate synthase (EC 4.2.3.5)	kb|g.236059	none		2652	1461	-	TBepi.metabat.3256_1003536	Chorismate synthase (EC 4.2.3.5)
kb|g.236059.CDS.1198	CDS		kb|g.236059	;	No annotated function	3357	2703	-	TBepi.metabat.3256_1003536	
kb|g.236059.CDS.1199	CDS		kb|g.236059	;	No annotated function	3475	4393	+	TBepi.metabat.3256_1003536	
kb|g.236059.CDS.1200	CDS		kb|g.236059	;	No annotated function	4449	5196	+	TBepi.metabat.3256_1003536	
kb|g.236059.CDS.1201	CDS		kb|g.236059	;	No annotated function	5406	5196	-	TBepi.metabat.3256_1003536	
kb|g.236059.CDS.1202	CDS		kb|g.236059	;	No annotated function	5553	5775	+	TBepi.metabat.3256_1003536	
kb|g.236059.CDS.1203	CDS		kb|g.236059	;	No annotated function	5867	6503	+	TBepi.metabat.3256_1003536	
kb|g.236059.CDS.1204	CDS		kb|g.236059	;	No annotated function	7058	6530	-	TBepi.metabat.3256_1003536	
kb|g.236059.CDS.1205	CDS		kb|g.236059	;	No annotated function	7543	7054	-	TBepi.metabat.3256_1003536	
kb|g.236059.CDS.1206	CDS	Tyrosyl-tRNA synthetase (EC 6.1.1.1)	kb|g.236059	none		8826	7539	-	TBepi.metabat.3256_1003536	Tyrosyl-tRNA synthetase (EC 6.1.1.1)
kb|g.236059.CDS.1207	CDS		kb|g.236059	;	No annotated function	8881	10276	+	TBepi.metabat.3256_1003536	
kb|g.236059.CDS.1208	CDS		kb|g.236059	;	No annotated function	2166	33	-	TBepi.metabat.3256_1003162	
kb|g.236059.CDS.1209	CDS		kb|g.236059	;	No annotated function	3910	2215	-	TBepi.metabat.3256_1003162	
kb|g.236059.CDS.1210	CDS		kb|g.236059	;	No annotated function	5404	3946	-	TBepi.metabat.3256_1003162	
kb|g.236059.CDS.1211	CDS	INTEGRAL MEMBRANE PROTEIN (Rhomboid family)	kb|g.236059	none		8459	5666	-	TBepi.metabat.3256_1003162	INTEGRAL MEMBRANE PROTEIN (Rhomboid family)
kb|g.236059.CDS.1212	CDS		kb|g.236059	;	No annotated function	10180	8569	-	TBepi.metabat.3256_1003162	
kb|g.236059.CDS.1213	CDS		kb|g.236059	;	No annotated function	10998	10230	-	TBepi.metabat.3256_1003162	
kb|g.236059.CDS.1214	CDS		kb|g.236059	;	No annotated function	2335	952	-	TBepi.metabat.3256_1003146	
kb|g.236059.CDS.1215	CDS		kb|g.236059	;	No annotated function	3954	2331	-	TBepi.metabat.3256_1003146	
kb|g.236059.CDS.1216	CDS		kb|g.236059	;	No annotated function	3921	4053	+	TBepi.metabat.3256_1003146	
kb|g.236059.CDS.1217	CDS	Argininosuccinate lyase (EC 4.3.2.1)	kb|g.236059	none		5443	4057	-	TBepi.metabat.3256_1003146	Argininosuccinate lyase (EC 4.3.2.1)
kb|g.236059.CDS.1218	CDS	Argininosuccinate synthase (EC 6.3.4.5)	kb|g.236059	none		6648	5439	-	TBepi.metabat.3256_1003146	Argininosuccinate synthase (EC 6.3.4.5)
kb|g.236059.CDS.1219	CDS	Arginine pathway regulatory protein ArgR, repressor of arg regulon	kb|g.236059	none		7159	6661	-	TBepi.metabat.3256_1003146	Arginine pathway regulatory protein ArgR, repressor of arg regulon
kb|g.236059.CDS.1220	CDS	Ornithine carbamoyltransferase (EC 2.1.3.3)	kb|g.236059	none		8088	7155	-	TBepi.metabat.3256_1003146	Ornithine carbamoyltransferase (EC 2.1.3.3)
kb|g.236059.CDS.1221	CDS	Acetylornithine aminotransferase (EC 2.6.1.11)	kb|g.236059	none		9263	8084	-	TBepi.metabat.3256_1003146	Acetylornithine aminotransferase (EC 2.6.1.11)
kb|g.236059.CDS.1222	CDS	Acetylglutamate kinase (EC 2.7.2.8)	kb|g.236059	none		10147	9259	-	TBepi.metabat.3256_1003146	Acetylglutamate kinase (EC 2.7.2.8)
kb|g.236059.CDS.1223	CDS	Glutamate N-acetyltransferase (EC 2.3.1.35) / N-acetylglutamate synthase (EC 2.3.1.1)	kb|g.236059	none		11109	10143	-	TBepi.metabat.3256_1003146	Glutamate N-acetyltransferase (EC 2.3.1.35);N-acetylglutamate synthase (EC 2.3.1.1)
kb|g.236059.CDS.1224	CDS		kb|g.236059	;	No annotated function	970	61	-	TBepi.metabat.3256_1003074	
kb|g.236059.CDS.1225	CDS		kb|g.236059	;	No annotated function	2550	1023	-	TBepi.metabat.3256_1003074	
kb|g.236059.CDS.1226	CDS		kb|g.236059	;	No annotated function	2612	3221	+	TBepi.metabat.3256_1003074	
kb|g.236059.CDS.1227	CDS	Phosphonate monoester hydrolase	kb|g.236059	none		4655	3209	-	TBepi.metabat.3256_1003074	Phosphonate monoester hydrolase
kb|g.236059.CDS.1228	CDS	Alpha-galactosidase (EC 3.2.1.22)	kb|g.236059	none		4658	6407	+	TBepi.metabat.3256_1003074	Alpha-galactosidase (EC 3.2.1.22)
kb|g.236059.CDS.1229	CDS		kb|g.236059	;	No annotated function	7092	6402	-	TBepi.metabat.3256_1003074	
kb|g.236059.CDS.1230	CDS	NADH dehydrogenase (EC 1.6.99.3)	kb|g.236059	none		8568	7308	-	TBepi.metabat.3256_1003074	NADH dehydrogenase (EC 1.6.99.3)
kb|g.236059.CDS.1231	CDS		kb|g.236059	;	No annotated function	8766	8577	-	TBepi.metabat.3256_1003074	
kb|g.236059.CDS.1232	CDS		kb|g.236059	;	No annotated function	9748	8809	-	TBepi.metabat.3256_1003074	
kb|g.236059.CDS.1233	CDS		kb|g.236059	;	No annotated function	9905	10520	+	TBepi.metabat.3256_1003074	
kb|g.236059.CDS.1234	CDS		kb|g.236059	;	No annotated function	10959	11100	+	TBepi.metabat.3256_1003074	
kb|g.236059.CDS.1235	CDS		kb|g.236059	;	No annotated function	11283	11157	-	TBepi.metabat.3256_1003074	
kb|g.236059.CDS.1236	CDS	putative type II restriction endonuclease	kb|g.236059	none		172	1111	+	TBepi.metabat.3256_1015536	putative type II restriction endonuclease
kb|g.236059.CDS.1237	CDS	Electron transfer flavoprotein, alpha subunit	kb|g.236059	none		2274	1317	-	TBepi.metabat.3256_1015536	Electron transfer flavoprotein, alpha subunit
kb|g.236059.CDS.1238	CDS	Electron transfer flavoprotein, beta subunit	kb|g.236059	none		3090	2310	-	TBepi.metabat.3256_1015536	Electron transfer flavoprotein, beta subunit
kb|g.236059.CDS.1239	CDS		kb|g.236059	;	No annotated function	3726	3141	-	TBepi.metabat.3256_1015536	
kb|g.236059.CDS.1240	CDS		kb|g.236059	;	No annotated function	472	967	+	TBepi.metabat.3256_1018540	
kb|g.236059.CDS.1241	CDS		kb|g.236059	;	No annotated function	1012	1987	+	TBepi.metabat.3256_1018540	
kb|g.236059.CDS.1242	CDS	AclJ	kb|g.236059	none		2040	2487	+	TBepi.metabat.3256_1018540	AclJ
kb|g.236059.CDS.1243	CDS		kb|g.236059	;	No annotated function	2552	3110	+	TBepi.metabat.3256_1018540	
kb|g.236059.CDS.1244	CDS		kb|g.236059	;	No annotated function	3277	3112	-	TBepi.metabat.3256_1018540	
kb|g.236059.CDS.1245	CDS		kb|g.236059	;	No annotated function	50	461	+	TBepi.metabat.3256_1005204	
kb|g.236059.CDS.1246	CDS		kb|g.236059	;	No annotated function	623	2087	+	TBepi.metabat.3256_1005204	
kb|g.236059.CDS.1247	CDS		kb|g.236059	;	No annotated function	2190	4368	+	TBepi.metabat.3256_1005204	
kb|g.236059.CDS.1248	CDS	Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1)	kb|g.236059	none		4364	5111	+	TBepi.metabat.3256_1005204	Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1)
kb|g.236059.CDS.1249	CDS	Branched-chain amino acid transport ATP-binding protein LivF (TC 3.A.1.4.1)	kb|g.236059	none		5110	5809	+	TBepi.metabat.3256_1005204	Branched-chain amino acid transport ATP-binding protein LivF (TC 3.A.1.4.1)
kb|g.236059.CDS.1250	CDS	Valyl-tRNA synthetase (EC 6.1.1.9)	kb|g.236059	none		7970	5804	-	TBepi.metabat.3256_1005204	Valyl-tRNA synthetase (EC 6.1.1.9)
kb|g.236059.CDS.1251	CDS		kb|g.236059	;	No annotated function	9	477	+	TBepi.metabat.3256_1013018	
kb|g.236059.CDS.1252	CDS		kb|g.236059	;	No annotated function	1905	468	-	TBepi.metabat.3256_1013018	
kb|g.236059.CDS.1253	CDS	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	kb|g.236059	none		2104	2557	+	TBepi.metabat.3256_1013018	Ribose 5-phosphate isomerase B (EC 5.3.1.6)
kb|g.236059.CDS.1254	CDS	Serine hydroxymethyltransferase (EC 2.1.2.1)	kb|g.236059	none		2573	3857	+	TBepi.metabat.3256_1013018	Serine hydroxymethyltransferase (EC 2.1.2.1)
kb|g.236059.CDS.1255	CDS		kb|g.236059	;	No annotated function	12	1134	+	TBepi.metabat.3256_1002802	
kb|g.236059.CDS.1256	CDS	Inositol-1-monophosphatase (EC 3.1.3.25)	kb|g.236059	none		1935	1197	-	TBepi.metabat.3256_1002802	Inositol-1-monophosphatase (EC 3.1.3.25)
kb|g.236059.CDS.1257	CDS		kb|g.236059	;	No annotated function	1891	2050	+	TBepi.metabat.3256_1002802	
kb|g.236059.CDS.1258	CDS		kb|g.236059	;	No annotated function	2025	2568	+	TBepi.metabat.3256_1002802	
kb|g.236059.CDS.1259	CDS		kb|g.236059	;	No annotated function	2555	2927	+	TBepi.metabat.3256_1002802	
kb|g.236059.CDS.1260	CDS	Aldehyde dehydrogenase (EC 1.2.1.3)	kb|g.236059	none		4423	2953	-	TBepi.metabat.3256_1002802	Aldehyde dehydrogenase (EC 1.2.1.3)
kb|g.236059.CDS.1261	CDS		kb|g.236059	;	No annotated function	4544	5621	+	TBepi.metabat.3256_1002802	
kb|g.236059.CDS.1262	CDS		kb|g.236059	;	No annotated function	5632	5905	+	TBepi.metabat.3256_1002802	
kb|g.236059.CDS.1263	CDS		kb|g.236059	;	No annotated function	5983	5863	-	TBepi.metabat.3256_1002802	
kb|g.236059.CDS.1264	CDS		kb|g.236059	;	No annotated function	6075	6777	+	TBepi.metabat.3256_1002802	
kb|g.236059.CDS.1265	CDS		kb|g.236059	;	No annotated function	7057	6889	-	TBepi.metabat.3256_1002802	
kb|g.236059.CDS.1266	CDS		kb|g.236059	;	No annotated function	7196	7748	+	TBepi.metabat.3256_1002802	
kb|g.236059.CDS.1267	CDS		kb|g.236059	;	No annotated function	7900	7777	-	TBepi.metabat.3256_1002802	
kb|g.236059.CDS.1268	CDS		kb|g.236059	;	No annotated function	7882	8245	+	TBepi.metabat.3256_1002802	
kb|g.236059.CDS.1269	CDS		kb|g.236059	;	No annotated function	8665	8305	-	TBepi.metabat.3256_1002802	
kb|g.236059.CDS.1270	CDS		kb|g.236059	;	No annotated function	8699	9515	+	TBepi.metabat.3256_1002802	
kb|g.236059.CDS.1271	CDS		kb|g.236059	;	No annotated function	9519	10143	+	TBepi.metabat.3256_1002802	
kb|g.236059.CDS.1272	CDS		kb|g.236059	;	No annotated function	11554	10429	-	TBepi.metabat.3256_1002802	
kb|g.236059.CDS.1273	CDS		kb|g.236059	;	No annotated function	1699	613	-	TBepi.metabat.3256_1002506	
kb|g.236059.CDS.1274	CDS	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	kb|g.236059	none		4152	1788	-	TBepi.metabat.3256_1002506	[Protein-PII] uridylyltransferase (EC 2.7.7.59)
kb|g.236059.CDS.1275	CDS		kb|g.236059	;	No annotated function	4381	5188	+	TBepi.metabat.3256_1002506	
kb|g.236059.CDS.1276	CDS		kb|g.236059	;	No annotated function	5195	6614	+	TBepi.metabat.3256_1002506	
kb|g.236059.CDS.1277	CDS		kb|g.236059	;	No annotated function	7478	6770	-	TBepi.metabat.3256_1002506	
kb|g.236059.CDS.1278	CDS	Exoenzymes regulatory protein AepA in lipid-linked oligosaccharide synthesis cluster	kb|g.236059	none		7549	9205	+	TBepi.metabat.3256_1002506	Exoenzymes regulatory protein AepA in lipid-linked oligosaccharide synthesis cluster
kb|g.236059.CDS.1279	CDS		kb|g.236059	;	No annotated function	9201	10179	+	TBepi.metabat.3256_1002506	
kb|g.236059.CDS.1280	CDS		kb|g.236059	;	No annotated function	10938	10167	-	TBepi.metabat.3256_1002506	
kb|g.236059.CDS.1281	CDS	Peptidase E (EC 3.4.11.2)	kb|g.236059	none		11678	10934	-	TBepi.metabat.3256_1002506	Peptidase E (EC 3.4.11.2)
kb|g.236059.CDS.1282	CDS		kb|g.236059	;	No annotated function	11911	11749	-	TBepi.metabat.3256_1002506	
kb|g.236059.CDS.1283	CDS		kb|g.236059	;	No annotated function	12630	12162	-	TBepi.metabat.3256_1002506	
kb|g.236059.CDS.1284	CDS	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	kb|g.236059	none		503	1847	+	TBepi.metabat.3256_1002344	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)
kb|g.236059.CDS.1285	CDS		kb|g.236059	;	No annotated function	2542	1852	-	TBepi.metabat.3256_1002344	
kb|g.236059.CDS.1286	CDS	carbon monoxide dehydrogenase E protein	kb|g.236059	none		3981	2538	-	TBepi.metabat.3256_1002344	carbon monoxide dehydrogenase E protein
kb|g.236059.CDS.1287	CDS	carbon monoxide dehydrogenase D protein	kb|g.236059	none		4918	3985	-	TBepi.metabat.3256_1002344	carbon monoxide dehydrogenase D protein
kb|g.236059.CDS.1288	CDS	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	kb|g.236059	none		6153	4914	-	TBepi.metabat.3256_1002344	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)
kb|g.236059.CDS.1289	CDS	Glutamate 5-kinase (EC 2.7.2.11) / RNA-binding C-terminal domain PUA	kb|g.236059	none		7271	6152	-	TBepi.metabat.3256_1002344	Glutamate 5-kinase (EC 2.7.2.11);RNA-binding C-terminal domain PUA
kb|g.236059.CDS.1290	CDS	GTP-binding protein Obg	kb|g.236059	none		8614	7267	-	TBepi.metabat.3256_1002344	GTP-binding protein Obg
kb|g.236059.CDS.1291	CDS		kb|g.236059	;	No annotated function	9295	8623	-	TBepi.metabat.3256_1002344	
kb|g.236059.CDS.1292	CDS	Aminotransferase class-III	kb|g.236059	none		10716	9291	-	TBepi.metabat.3256_1002344	Aminotransferase class-III
kb|g.236059.CDS.1293	CDS		kb|g.236059	;	No annotated function	10839	11124	+	TBepi.metabat.3256_1002344	
kb|g.236059.CDS.1294	CDS	LSU ribosomal protein L27p	kb|g.236059	none		11551	11290	-	TBepi.metabat.3256_1002344	LSU ribosomal protein L27p
kb|g.236059.CDS.1295	CDS		kb|g.236059	;	No annotated function	11872	11560	-	TBepi.metabat.3256_1002344	
kb|g.236059.CDS.1296	CDS	Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)	kb|g.236059	none		13167	11946	-	TBepi.metabat.3256_1002344	Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)
kb|g.236059.CDS.1297	CDS	Aspartate aminotransferase (EC 2.6.1.1)	kb|g.236059	none		45	261	+	TBepi.metabat.3256_1002274	Aspartate aminotransferase (EC 2.6.1.1)
kb|g.236059.CDS.1298	CDS	Glycerol kinase (EC 2.7.1.30)	kb|g.236059	none		1764	267	-	TBepi.metabat.3256_1002274	Glycerol kinase (EC 2.7.1.30)
kb|g.236059.CDS.1299	CDS	Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	kb|g.236059	none		2018	4805	+	TBepi.metabat.3256_1002274	Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)
kb|g.236059.CDS.1300	CDS		kb|g.236059	;	No annotated function	4907	5723	+	TBepi.metabat.3256_1002274	
kb|g.236059.CDS.1301	CDS	Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17)	kb|g.236059	none		6622	5731	-	TBepi.metabat.3256_1002274	Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17)
kb|g.236059.CDS.1302	CDS	Pyruvate kinase (EC 2.7.1.40)	kb|g.236059	none		6792	8295	+	TBepi.metabat.3256_1002274	Pyruvate kinase (EC 2.7.1.40)
kb|g.236059.CDS.1303	CDS	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	kb|g.236059	none		8321	9167	+	TBepi.metabat.3256_1002274	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)
kb|g.236059.CDS.1304	CDS	Acetoacetyl-CoA synthetase (EC 6.2.1.16) / Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	kb|g.236059	none		9248	10925	+	TBepi.metabat.3256_1002274	Acetoacetyl-CoA synthetase (EC 6.2.1.16);Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)
kb|g.236059.CDS.1305	CDS		kb|g.236059	;	No annotated function	11383	10960	-	TBepi.metabat.3256_1002274	
kb|g.236059.CDS.1306	CDS	Methylmalonate-semialdehyde dehydrogenase (EC 1.2.1.27)	kb|g.236059	none		12881	11387	-	TBepi.metabat.3256_1002274	Methylmalonate-semialdehyde dehydrogenase (EC 1.2.1.27)
kb|g.236059.CDS.1307	CDS		kb|g.236059	;	No annotated function	12949	13324	+	TBepi.metabat.3256_1002274	
kb|g.236059.CDS.1308	CDS		kb|g.236059	;	No annotated function	16	394	+	TBepi.metabat.3256_1002080	
kb|g.236059.CDS.1309	CDS		kb|g.236059	;	No annotated function	853	385	-	TBepi.metabat.3256_1002080	
kb|g.236059.CDS.1310	CDS	TsaC protein (YrdC domain) required for threonylcarbamoyladenosine t(6)A37 modification in tRNA	kb|g.236059	none		1428	849	-	TBepi.metabat.3256_1002080	TsaC protein (YrdC domain) required for threonylcarbamoyladenosine t(6)A37 modification in tRNA
kb|g.236059.CDS.1311	CDS	Protein-N(5)-glutamine methyltransferase PrmC, methylates polypeptide chain release factors RF1 and RF2	kb|g.236059	none		2237	1415	-	TBepi.metabat.3256_1002080	Protein-N(5)-glutamine methyltransferase PrmC, methylates polypeptide chain release factors RF1 and RF2
kb|g.236059.CDS.1312	CDS	Peptide chain release factor 1	kb|g.236059	none		3328	2233	-	TBepi.metabat.3256_1002080	Peptide chain release factor 1
kb|g.236059.CDS.1313	CDS	LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-dependent	kb|g.236059	none		3571	3361	-	TBepi.metabat.3256_1002080	LSU ribosomal protein L31p;LSU ribosomal protein L31p, zinc-dependent
kb|g.236059.CDS.1314	CDS	Transcription termination factor Rho	kb|g.236059	none		4315	3640	-	TBepi.metabat.3256_1002080	Transcription termination factor Rho
kb|g.236059.CDS.1315	CDS		kb|g.236059	;	No annotated function	5489	4331	-	TBepi.metabat.3256_1002080	
kb|g.236059.CDS.1316	CDS	Threonine synthase (EC 4.2.3.1)	kb|g.236059	none		6731	5684	-	TBepi.metabat.3256_1002080	Threonine synthase (EC 4.2.3.1)
kb|g.236059.CDS.1317	CDS	Homoserine dehydrogenase (EC 1.1.1.3)	kb|g.236059	none		8056	6730	-	TBepi.metabat.3256_1002080	Homoserine dehydrogenase (EC 1.1.1.3)
kb|g.236059.CDS.1318	CDS	Diaminopimelate decarboxylase (EC 4.1.1.20)	kb|g.236059	none		9376	8092	-	TBepi.metabat.3256_1002080	Diaminopimelate decarboxylase (EC 4.1.1.20)
kb|g.236059.CDS.1319	CDS		kb|g.236059	;	No annotated function	12744	9618	-	TBepi.metabat.3256_1002080	
kb|g.236059.CDS.1320	CDS	FIG005069: Hypothetical protein	kb|g.236059	none		13633	12784	-	TBepi.metabat.3256_1002080	FIG005069: Hypothetical protein
kb|g.236059.CDS.1321	CDS		kb|g.236059	;	No annotated function	13720	14017	+	TBepi.metabat.3256_1002080	
kb|g.236059.CDS.1322	CDS		kb|g.236059	;	No annotated function	1418	395	-	TBepi.metabat.3256_1001990	
kb|g.236059.CDS.1323	CDS	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	kb|g.236059	none		2596	1417	-	TBepi.metabat.3256_1001990	Butyryl-CoA dehydrogenase (EC 1.3.99.2)
